WKT,OBJECTID,LENGTH
"MULTILINESTRING ((766430.774363825 94087.1981529427,766421.118475058 94080.2895596814))","19549",
"MULTILINESTRING ((775279.108182345 80303.6563737834,775282.513577948 80311.8270651182))","19550",
"MULTILINESTRING ((763947.557340644 87924.4830298934,763931.407058057 87928.3405242323,763916.92667348 87933.979016753,763907.907383019 87938.2857112147,763885.967606431 87946.3495004099,763790.279708184 87985.67494869,763732.799768451 88019.1620067361,763730.132671759 88014.8488112638,763719.99358257 88018.7096061209,763720.436981367 88026.8974971216,763666.526538293 88053.7475628003,763643.79966212 88067.0127461827,763610.496597479 88081.3752274329,763601.69260686 88084.8010228853))","19552",
"MULTILINESTRING ((770934.93530649 79345.0424650285,770964.093971281 79385.4323230813,770983.913748485 79399.0556097548,771020.990606401 79417.7696922623,771048.363574136 79446.1038634059,771082.047627892 79560.2999408026,771111.214593917 79585.5379154989,771138.947163473 79586.9901161928,771138.837964033 79581.6767220176,771141.171861498 79581.4553224527,771144.623157342 79586.1029176356,771158.213842379 79587.3342174049,771204.434692535 79578.948430424,771238.300756917 79561.8206520203,771271.502823242 79529.9763897179,771418.515964014 79511.7964218002,771430.436851047 79511.0331236207,771494.613868028 79666.8353578947,771580.636564386 79783.0441374432,771591.326752985 79779.6189420863,771595.223147884 79789.7934312421,771586.865656554 79795.4362243568,771690.526822944 80040.6516637822,771667.076038237 80165.4259248832,771675.30042643 80199.3973882766,771700.124598356 80210.6959779342,771726.748469423 80208.6053824387,771734.207361344 80207.7284840193,771773.415418788 80204.0959912583,771804.361783803 80218.05007851,771818.380866778 80238.5325571928,771843.959633308 80304.9224864512,771872.048188322 80476.8595000778,771880.830577038 80497.1072785851,771880.718577142 80497.3296783298,771864.78169277 80518.8901533424,771835.497724635 80520.6454489787,771829.813030884 80520.1972489992,771826.694634201 80521.3083475203,771826.920534239 80517.8774513045,771829.28343472 80481.036991935))","19561",
"MULTILINESTRING ((773997.247438399 75942.2847465358,773982.105454823 75943.4918439945,773963.748278506 75898.1180922298))","19562",
"MULTILINESTRING ((775277.212184536 80302.1541752706,775269.222692991 80305.2708711891,775263.458899179 80306.4906693729,775258.305204737 80307.2604681001,775253.366010049 80308.1903666692,775250.735612871 80308.7402658461,775248.878614875 80309.0035654045))","19580",
"MULTILINESTRING ((721710.375093021 71398.5582309818,721710.38029295 71399.4707299528,721710.224293118 71399.6146297798,721681.859924941 71400.3667269081,721679.904527112 71400.7433263449,721678.821328336 71400.6782263418,721678.066029204 71400.3787266239,721678.056229212 71400.3990266016))","19590",
"MULTILINESTRING ((761414.129169855 89726.7983180764,761421.946162716 89710.0716372501))","19597",
"MULTILINESTRING ((761297.021598149 89733.9369999067,761295.174500481 89730.5476034915,761293.929402102 89727.6882065426))","19598",
"MULTILINESTRING ((761278.419017389 89748.084082637,761276.431719877 89744.6547862525,761274.164122713 89740.7855903302,761272.39122496 89737.4162938991))","19599",
"MULTILINESTRING ((761304.780802286 89589.3963603642,761302.100905549 89585.8070640971))","19600",
"MULTILINESTRING ((771797.266723431 84581.9045871701,771805.298716687 84558.1234139716))","19624",
"MULTILINESTRING ((766563.070626061 94004.7248559407,766563.656125524 94003.5550572834))","19626",
"MULTILINESTRING ((765519.323484898 93868.9232107183,765553.636350063 93837.4175485938))","19627",
"MULTILINESTRING ((766072.264700527 93615.0452409995,766100.437368547 93626.4588309704))","19628",
"MULTILINESTRING ((765750.221439519 93777.5726324799,765748.21083981 93798.7036089872,765741.862146553 93801.2498056009,765735.730553411 93799.9106065215))","19629",
"MULTILINESTRING ((776430.70046109 77466.6469748971,776397.165695711 77490.1926463892,776429.430756701 77537.2345975514,776471.885513112 77504.5039368413))","19631",
"MULTILINESTRING ((761248.629453121 89714.62421701,761251.820548957 89722.0327091008))","19636",
"MULTILINESTRING ((761159.65404797 89750.1037699794,761164.428342852 89748.5340721349))","19637",
"MULTILINESTRING ((761225.925873039 89772.4891510497,761225.48057407 89766.3204578303,761225.216774389 89766.0104581489),(761225.892872995 89773.418950019,761225.915773053 89772.5027510335))","19638",
"MULTILINESTRING ((766430.922763696 94086.828153365,766421.209174978 94080.069559932))","19640",
"MULTILINESTRING ((771678.236222709 86100.1385095445,771656.299846696 86100.2371075346,771633.905369689 86117.5924865295,771593.14161435 86116.799283865,771568.318542562 86104.609495102))","19643",
"MULTILINESTRING ((737525.944711306 73914.3416596589,737527.615609502 73913.5728606443,737534.962601671 73908.8200665094,737543.204892729 73905.6157707104,737551.89508326 73902.7456745721,737540.43849834 73871.766108368,737522.28331809 73878.1737998436,737514.379327069 73875.8526018488,737458.650598402 73752.1625360487,737488.829665803 73738.4637536251,737492.955061254 73737.7980546783))","19649",
"MULTILINESTRING ((767717.548030717 84107.8810600693,767721.0034274 84102.351566449,767727.90771979 84102.7978665445,767740.589803834 84127.0325409479,767795.813241305 84150.5166197948,767957.368942167 84409.8094481742,768042.58365197 84372.2434967732,768044.258350784 84364.6110053147,768073.560720732 84340.3997344526,768081.693812364 84333.9878422023,768095.823694843 84357.8915171007))","19654",
"MULTILINESTRING ((776897.215184726 77075.3557411117,776890.317192349 77074.0260420056,776886.975296028 77073.5790422211))","19658",
"MULTILINESTRING ((775416.88091775 76834.6121840497,775396.925737098 76864.2574499719))","19659",
"MULTILINESTRING ((776454.302334356 77479.0485632581,776468.878916288 77505.7263352577))","19665",
"MULTILINESTRING ((766421.456574776 94079.3297607714,766431.128963506 94086.4082538469))","19666",
"MULTILINESTRING ((766421.745174563 94078.1699620763,766431.648463039 94085.308455107))","19667",
"MULTILINESTRING ((761072.23172778 89937.4257552098,761061.784239131 89939.1754523585))","19669",
"MULTILINESTRING ((763958.407334317 90142.8636825478,763934.346659722 90154.6864673711))","19676",
"MULTILINESTRING ((721445.880290597 71394.4855167291,721446.440389998 71394.0502172603,721447.998688217 71394.4864168802,721450.4437855 71394.0516175437,721451.00368487 71394.0518175824,721466.252667791 71393.1679196673))","19678",
"MULTILINESTRING ((731832.072176856 77745.6472352168,731829.728979351 77747.3055331746,731819.931990644 77742.8790373969,731794.210719248 77744.9720330771,731786.640627475 77748.0651290248,731785.747227304 77763.3243118254,731801.893209384 77761.5607150402,731808.746275044 78109.6323247709,731808.286373493 78136.507994561,731806.814970906 78191.5937325985,731805.099265083 78292.3469193427,731808.432059953 78310.6024991023,731807.978357883 78344.1158614383,731804.97026072 78350.9748535065,731807.63785748 78354.2950499835,731804.490755843 78421.3114744953,731807.903445138 78510.7937742868,731807.768841446 78560.6793182624,731806.206842589 78568.5309093269,731803.413445198 78575.1676016606,731806.415939822 78601.3771724625,731802.848243326 78607.6796651121,731809.083517431 78852.8925902567,731803.94972144 78875.343864651,731799.154325443 78892.9282445357,731800.597123206 78901.003635578,731804.156118201 78914.2716209563,731800.444316418 78991.0313344784))","19683",
"MULTILINESTRING ((770664.353182166 88956.810681705,770662.710688108 88909.9023331274))","19694",
"MULTILINESTRING ((769534.712092626 89259.5994488171,769542.958984286 89251.7503581825,769545.077081837 89253.1888567873,769552.756172965 89258.3863517492,769554.761770552 89260.826249242))","19695",
"MULTILINESTRING ((775826.692048163 77114.7313107424,775823.687951717 77111.2986142541,775821.008354573 77112.0761131848,775790.504389759 77088.3853366323,775802.208978178 77073.897453444,775773.042412291 77045.4502822092,775742.428447874 77018.3283094041,775731.744960313 77008.5859191997,775694.78460307 76978.3634492742,775629.664378566 76923.0142045679,775613.623295524 76929.5341961257,775605.600103589 76937.9315862789,775578.862631012 76959.1625608619,775576.069833797 76962.3696571244,775535.055973402 77025.1836850197,775534.716273205 77032.1569773581))","19697",
"MULTILINESTRING ((775108.919273908 82609.9805327803,775118.156263114 82618.396524342,775108.45807243 82633.3210071649))","19698",
"MULTILINESTRING ((770151.37621405 85864.0958367799,770156.587708666 85860.3765413185))","19709",
"MULTILINESTRING ((770156.67840855 85860.5365411506,770151.450413955 85864.2557366091))","19710",
"MULTILINESTRING ((770167.604096691 85859.3767433685,770176.253986521 85867.4751352139,770184.128776751 85880.7924212542,770189.603969976 85889.8205118032,770191.764467301 85893.3898080658,770189.208169408 85901.4181990196,770175.808683709 85905.6672931903,770158.220402303 85913.3657832083,770154.336606448 85914.575581542))","19711",
"MULTILINESTRING ((731176.379409534 77754.5329750766,731171.815814628 77754.6422746053,731097.333497925 77754.9428685723,731066.713132065 77756.4773645067,730956.153255978 77753.5543593373,730890.461629382 77754.7394529851,730735.915502045 77758.1010373988,730738.161202177 77723.4854764584,730714.999328291 77720.9256775638,730686.722860048 77719.3648771585,730684.374960131 77752.6548395784,730677.356867977 77752.762838922,730619.906032172 77753.9612331869,730418.492857329 77757.0794142962,730400.00567808 77756.2924137696,730352.129931553 77757.7082085226,730340.548844598 77756.5999088829,730253.037042199 77761.0943971501,730247.467248713 77757.4392008328,730227.093471321 77759.9795964208,730204.939896354 77756.8734982211,730178.658825603 77759.0681937473,730166.750738939 77758.9517929695,730156.167750752 77759.3920916672,730096.719817203 77760.5801857926,730012.31791169 77760.4314795163,730005.971018635 77762.5330766703,729991.38553513 77760.3109780557,729980.923446785 77761.085076387))","19712",
"MULTILINESTRING ((766128.584375276 97561.7050927045,766118.218885987 97568.9959836941,766080.355826985 97575.4996729837,765994.233415256 97643.7003896923,765986.331224468 97638.0574951815,765947.534060957 97703.859218951,765846.485865525 97773.2649329234,765843.591968663 97773.7081321632,765843.255568982 97774.2550315288))","19714",
"MULTILINESTRING ((776120.584918413 80855.6646396837,776120.454015685 80889.855102239,776100.299337598 80890.6136997152))","19715",
"MULTILINESTRING ((766990.824299299 93533.4099144544,766962.569034343 93489.143060682,766927.497375135 93463.8995853217,766758.829365892 93402.4009377997,766747.35247774 93410.6835276254,766746.2406788 93412.4540255741,766744.905780255 93412.5644253315))","19716",
"MULTILINESTRING ((766412.612513948 93755.7457167733,766443.22007773 93784.4172879416))","19717",
"MULTILINESTRING ((777131.711564509 80279.4869550355,777128.4853686 80272.6228622757,777126.255371186 80270.7391641503,777121.034277884 80258.6809769071,777101.895001222 80229.014307767,777067.351036812 80253.5602780204,777054.77145115 80246.0326852054,776939.533981621 80187.5472395678,776883.195545656 80155.9870693961,776857.36927582 80131.8527936498,776817.103227631 80036.9088941872,776631.331445142 79856.5800760432))","19723",
"MULTILINESTRING ((764782.209225734 94629.3591044048,764785.977219784 94649.1583828948,764772.322023862 94768.8497495307))","19724",
"MULTILINESTRING ((775539.633381996 79295.5090995708,775547.527771491 79318.4183751371))","19725",
"MULTILINESTRING ((768306.583253517 86805.008442141,768304.688455604 86804.8960420997,768301.908058863 86802.4649445345,768277.630285609 86800.9023441483,768182.301690649 86794.6439427697,768140.324836656 86794.7310390329,768140.756635145 86806.6839259133,768131.067645785 86806.4558253245,768127.403950532 86798.0432342671,768046.776139307 86793.573732195,767997.106393543 86796.0858251234,767879.359216518 86866.6024372853,767808.616290211 86911.256381989,767813.947083098 86925.8640663681,767801.245996084 86936.6965533425,767788.110310134 86940.7782477074,767778.540121663 86928.8295600329,767731.4066699 86968.5176122486,767634.263370712 87034.2889314009,767564.856043063 87077.6083776763,767449.094962101 87168.7018673164,767415.220596449 87200.9887288182))","19730",
"MULTILINESTRING ((734735.906459754 77389.0310577004,734790.240999071 77389.3891614636))","19735",
"MULTILINESTRING ((775524.417852978 79845.0242965347,775522.074255453 79846.015295255,775519.070058996 79842.80509852,775518.845959232 79842.916398381,775495.343583908 79854.4115838353,775489.993089514 79857.172080368))","19747",
"MULTILINESTRING ((766932.89914099 91559.6666845986,766937.35733694 91550.2668953586,766921.885954645 91542.1809028823,766945.552637627 91442.1890151969,766986.05460435 91317.3099564418,767044.734539292 91324.6522535998,767051.545334093 91299.2118822426,767048.876037083 91298.5427827416))","19749",
"MULTILINESTRING ((775588.289426395 79326.1835700122,775567.567347802 79340.5552525566,775557.879758697 79336.5716561165,775540.639080525 79300.0535946767))","19763",
"MULTILINESTRING ((771587.417137397 80019.6855782528,771596.523223858 80062.94903152,771606.101213449 80062.1752331621,771606.213613382 80061.5169338953))","19789",
"MULTILINESTRING ((767256.498517104 85503.0863847701,767260.177113618 85496.6720921477,767387.222088059 85336.2224797041,767429.15455115 85230.3749998324,767509.815384721 84973.0992899724,767495.785500388 84969.7724924356,767498.68729817 84958.4901051036,767509.15458657 84959.9341044088,767577.995930838 84728.759764774,767581.338927485 84725.1109690753,767581.130229848 84700.1087965798,767581.466429799 84696.3476007494,767587.826124647 84674.9999247912,767592.000628296 84578.5344313363,767661.173171787 84351.6744869396,767663.409470701 84335.6346047861,767717.548030717 84107.8810600693,767732.943517986 84059.1025150642,767777.403573183 84012.7739698285,767777.516473296 84010.0082728825,767782.640767922 84007.1347764797,767800.129949514 83998.1836878165,767802.247747475 83994.8659916472,767844.798502313 83977.4104144705,767858.845289191 83950.6461451183,767885.186969423 83843.3511654328,767951.940703358 83759.6424632103,767959.854395727 83747.3670773903,768069.950685495 83624.2986221405,768078.642376773 83614.789333341,768104.380750583 83591.0184616766,768246.192619041 83308.9937839743,768249.428616477 83297.3795970257,768259.015907497 83279.3524176691,768267.489499718 83261.5458379768,768301.484866924 83208.7946988816,768307.725960804 83200.2797087782,768433.498246379 82923.2238241763,768434.83994572 82913.5999348768,768507.779782216 82718.8224552731,768533.74555648 82686.6437928536,768691.883000179 82485.3857275122,768701.800690264 82474.1070407504,768852.692740867 82285.1245612546,768863.61603036 82267.7616812652,768880.880611904 82262.3503886647,768884.221808275 82262.0202893084,768908.94698152 82258.1617956258,768940.138748807 82240.9207172024,769005.436883124 82171.4812990377,769028.415663708 82102.9036763705,769020.438978822 82026.7863593972,768993.624711998 81981.3030071619,768994.523412207 81967.0323229286,769012.132695007 81942.1503517611,769027.277478283 81943.8180511953,769053.380456365 81864.1791409475,769154.591559526 81696.9626332606,769248.784069995 81534.1673201058,769250.683868921 81522.109733519,769397.248226654 81304.0278854809))","19791",
"MULTILINESTRING ((737104.209288738 73813.9483404538,737102.65259077 73809.9705447888,737105.231390027 73781.4354769086,737090.420506582 73780.7615765563,737054.900546291 73779.0866757777,737055.00734528 73791.0370624149,737054.120746269 73791.03666235))","19792",
"MULTILINESTRING ((771815.153742306 78149.0330499892,771811.368647208 78139.6281599983,771775.511286009 78144.3663518713))","19793",
"MULTILINESTRING ((772721.176509573 77448.4288923517,772734.876395498 77437.4845054669,772717.313019781 77374.7522728342,772740.265995934 77359.71409119,772729.027809825 77339.7989121156,772722.684317401 77331.8301203398,772710.327032668 77310.0226432495,772696.066247243 77322.3019286262,772690.614053099 77323.5139268532,772701.851939166 77343.9854053161))","19794",
"MULTILINESTRING ((773393.52843022 76773.1511872652,773397.995127538 76746.0480173355,773415.263308445 76749.0430154497,773441.986078789 76755.0380110431,773442.982377316 76759.7956059076,773447.099671459 76776.6098878115,773453.995963598 76780.7030838833,773468.134547565 76788.1288768891,773683.79930198 76913.6972567425,773689.808295003 76918.9025515241,773711.854470482 76924.5521471222))","19805",
"MULTILINESTRING ((765473.788001278 90908.0794726398,765459.66231911 90882.0707000678))","19809",
"MULTILINESTRING ((773516.626087725 81716.7910773088,773530.596072307 81718.6960763963,773537.680064504 81719.501576108))","19817",
"MULTILINESTRING ((770087.438073712 85983.7814996809,770080.709382198 85970.814113355))","19829",
"MULTILINESTRING ((770097.300072202 85876.2834187111,770096.046673771 85874.0138210976))","19830",
"MULTILINESTRING ((770103.665865452 85873.7439220527,770102.329967133 85871.224424706))","19831",
"MULTILINESTRING ((767120.773486264 86428.9662535054,767123.587783618 86423.8552593774,767152.437256041 86376.7696137242,767294.33142057 86143.2054831689,767306.263609324 86121.8571077051,767358.430560167 86028.4082150992,767365.796953737 86009.2736368025,767368.582251242 86002.7471442289,767374.823345257 85992.7917557288,767396.761921636 85987.7134632082,767399.772119012 85979.8612721141,767429.202590854 85932.0863272507,767441.354880201 85901.0109625108,767436.582387863 85872.8004931607,767421.028810199 85811.387559442,767418.253214147 85800.879970772,767417.697415403 85793.3594790044,767398.127841809 85735.8203406744,767396.022544755 85728.4008486637,767348.83770223 85661.6660180881,767304.208155096 85615.9538645865,767293.749467364 85606.6566739258,767289.810571738 85606.02807428,767279.263584166 85595.9720844476,767264.600501535 85580.9840996919,767260.723506244 85575.6320052529,767250.032519967 85552.3350299871,767248.798522309 85540.8330425464,767252.709519059 85528.7130562263,767256.094515938 85521.8430640818,767261.566510728 85512.611074716,767254.422519099 85506.3610809853))","19841",
"MULTILINESTRING ((774072.447963217 81925.1322956883,774069.322965538 81938.0757812338))","19842",
"MULTILINESTRING ((773324.293587959 79436.1481621474,773324.519988067 79431.8362668931,773328.534283728 79431.2820678334,773329.542084008 79414.5815862285,773339.011874325 79406.6210957392,773356.081359369 79362.0451460265,773334.80998303 79356.8314499855,773342.617076421 79333.6065760965,773344.738674506 79328.7393816081,773351.869968068 79312.366800148,773378.038338471 79324.7696887091))","19850",
"MULTILINESTRING ((731187.994740873 77173.3228287105,731189.889138745 77173.4349287286,731250.904970554 77172.6831342155,731266.491553363 77169.4824389956))","19855",
"MULTILINESTRING ((770941.150503949 85233.9142974477,770944.253598334 85259.6949693893))","19856",
"MULTILINESTRING ((768080.352710923 90115.7730775666,768034.141362025 90110.9886787293))","19861",
"MULTILINESTRING ((776371.048219841 76315.0197301685,776351.994739074 76333.9273079365))","19864",
"MULTILINESTRING ((774563.289439201 78177.0343441661,774548.030454981 78187.6441312906))","19865",
"MULTILINESTRING ((758224.110776145 89826.5743282238,758234.702266398 89804.4561536431))","19877",
"MULTILINESTRING ((773415.627007049 79208.1898196334,773415.411607177 79209.5157181632,773408.72181355 79220.7975052417,773407.935814133 79224.1169015367))","19884",
"MULTILINESTRING ((768554.504169491 90357.6694534055,768530.10279466 90375.4679316401))","19887",
"MULTILINESTRING ((734497.136230987 76015.4293790437,734496.80093146 76014.103580505,734497.585630738 76012.1106827986,734476.109157562 75974.4893233383,734466.87726915 75957.565941607,734448.048789389 75967.8483286572,734446.489891069 75968.6170276774))","19888",
"MULTILINESTRING ((772630.901971461 82711.2642116286,772625.108776912 82721.6560997341,772638.139362576 82722.7667996186))","19892",
"MULTILINESTRING ((773533.491227664 82210.8161369487,773526.688133963 82224.2028216924))","19893",
"MULTILINESTRING ((764731.814986444 87837.9760935239,764733.026783457 87857.0040726403))","19904",
"MULTILINESTRING ((769525.71360808 88060.6760668888,769523.173612202 88045.3830834883,769518.859516875 88045.9928824392))","19905",
"MULTILINESTRING ((769561.089610914 88725.1595390689,769571.557299356 88726.1613388879,769573.239799307 88705.8064614284,769727.922129447 88710.4338699696,769863.448180314 88718.1476734316,769999.456136076 88664.4620444617,770008.590026371 88661.037949034,770034.540698348 88656.5174562924,770033.205499986 88654.5253583645,770030.866302471 88655.4090571865))","19906",
"MULTILINESTRING ((761502.215910999 90430.0418484905,761512.131400513 90425.1796547385,761512.130800444 90425.9584538786,761514.801197623 90424.6247555875,761517.137794133 90435.0298442933))","19907",
"MULTILINESTRING ((766504.480844051 92308.2424210109,766511.282837559 92297.4068335684))","19911",
"MULTILINESTRING ((771285.868717366 83002.0243785482,771285.30641716 83011.7595678099,771286.639315167 83018.0662609969,771307.135593468 83009.5590720747))","19916",
"MULTILINESTRING ((743149.383414618 69063.8639892249,743149.719614269 69063.5302896218,743148.83411546 69060.6557927607,743150.281714005 69058.5610951999,743119.122952715 69001.5759564514,743158.776109659 68988.3251740887,743161.222607136 68985.6652772305,743179.601086975 68982.3536822498,743194.498267431 69023.9511369713,743228.571729218 69029.3890333771,743279.027676553 68983.2851884047,743315.240539559 68939.0574403089,743317.361137575 68933.9683461339,743356.461698025 68880.7764082337,743362.035892254 68875.0305150397,743374.176079964 68858.662434156,743505.963343769 68719.4615987796,743511.201738394 68713.3818059317,743653.221789802 68588.6668551309,743692.431249623 68542.5581093275,743724.529519086 68472.1091901224,743726.762517015 68466.4730965622,743831.069515629 68267.3025259434,743896.803049082 68178.6213294547,743893.800152814 68173.0851354052,743898.702447779 68167.4501420348,743902.816542891 68171.9854372778,744048.085994187 67998.7171407049,744059.339782975 67981.0225612213,744088.003057824 67888.4505663779,744111.087239264 67790.2391774116,744092.500860855 67776.6304912346,744105.334851645 67706.5070702485,744115.358140408 67708.1706691143,744117.019738605 67707.6151698533,744119.137836152 67709.053068403,744116.12333787 67731.7296429326,744115.896837702 67737.5890363918))","19927",
"MULTILINESTRING ((772012.683628609 81745.3283195868,772023.265417888 81735.2637315222,772036.423505759 81708.3883621259,772052.476790662 81679.1870955257,772102.079941528 81618.5637662247,772126.61021879 81570.0142215674,772173.734968964 81549.955047535,772175.137268175 81541.0649574081))","19935",
"MULTILINESTRING ((772819.448157658 79214.1261639453,772818.829658426 79213.0063651233,772816.65276115 79208.80726955,772815.349962671 79207.6274707366))","19941",
"MULTILINESTRING ((764940.232133453 91513.6603570369,764978.004794369 91486.5791902902,764970.433203816 91473.9639035309,764970.433003804 91474.0752034088))","19943",
"MULTILINESTRING ((775544.781325174 85787.6406881755,775532.751038649 85783.6552914961))","19952",
"MULTILINESTRING ((773451.899688744 81355.8119677363,773452.562488437 81350.8335732527,773436.026009359 81316.7221092724,773433.590112566 81310.1944162271,773435.329710698 81309.8306167719,773433.318913282 81305.1739217097,773429.184818977 81291.1245367707,773429.345318971 81289.1062389968,773400.172656605 81220.2528120602,773334.208031484 81186.420043636,773347.312718668 81168.5822642965))","19954",
"MULTILINESTRING ((773162.750686529 80374.7802194456,773182.45786422 80384.1947107613,773193.703551532 80389.0687063516,773236.349403664 80404.5803928918,773265.857570725 80413.1150859879,773285.681649147 80412.2408885982,773300.711731994 80421.0996801342,773302.373828894 80436.4784634095,773333.658493189 80454.9711457346,773368.285854081 80470.4785316154,773385.884735267 80465.6202384089,773397.810623669 80448.4787581998,773416.63020285 80451.6972562374,773445.026971477 80456.027453857,773460.951153838 80459.0231518985,773459.603353564 80479.9320288593,773456.811255416 80494.3127128577,773469.056541233 80504.0551031949,773483.863724314 80513.024394594,773498.547805724 80543.6776622068,773498.436305836 80543.7882620765,773491.188312368 80560.3791432783,773488.849414895 80560.7097427221))","19955",
"MULTILINESTRING ((766710.510034747 86446.9805982402,766711.508233566 86447.9825972226,766711.95593301 86448.7524964135,766712.617232073 86451.1915937849,766724.416117762 86467.0175773697,766723.078718858 86471.3286725057,766714.716026733 86486.3734552112,766764.756860479 86617.8241147333,766788.14133513 86614.2952206403,766799.166223185 86612.5305235376,766849.845668112 86606.4766345876,766893.391521939 86588.0302586704,766940.184973501 86554.536099606,766984.437530377 86491.8315724926,766997.12751575 86500.0265645635,766999.124913529 86500.3615643677,767004.249707952 86499.808165419,767064.069244507 86474.7317982049,767088.020319544 86459.5938169475,767123.351585116 86409.4949751717,767126.694981707 86406.511078747,767128.803779281 86407.8381774669))","19956",
"MULTILINESTRING ((761058.704819847 90197.0299670008,761092.342683982 90183.6641847386))","19958",
"MULTILINESTRING ((772581.415900823 86493.2933562997,772600.109578448 86515.5503334949,772592.647286018 86522.2875254479,772581.393797552 86531.1367147522,772542.439744269 86483.7564633778,772531.880858394 86454.1041950121,772429.360477819 86369.8543785885,772423.902284153 86365.6505827289,772410.549399505 86357.0095910541))","19960",
"MULTILINESTRING ((761223.099259964 91089.9693942563,761257.954820581 91101.2743848459,761261.857217833 91083.7982045142,761266.651013387 91074.3989153312,761266.762913244 91074.6215150952))","19962",
"MULTILINESTRING ((737806.710647711 73255.0251180432,737806.932747151 73259.2249133619,737808.376445032 73266.0862057954,737818.086718835 73472.5931755688,737824.186808198 73524.1426183712,737824.406906778 73539.8772007908,737827.952298974 73591.5768432348,737830.492293271 73630.047300399,737830.968591726 73643.6468852258,737831.391891065 73646.1868824178,737829.64558977 73689.5785337574,737828.428589292 73714.1319062071,737825.72978888 73759.9048548127,737737.130051296 74244.4391062415,737726.413663378 74242.5519075489,737721.76316692 74264.3863827775,737733.398653844 74265.8881819715,737692.923681248 74501.4087154878,737690.758382409 74518.0274967349,737605.393068553 74637.2223569794,737578.934696357 74659.4473301256,737524.800953253 74704.9027752006,737491.198788523 74733.7424404046,737447.72733296 74786.8945776663,737416.762664541 74825.6987319208,737272.843714142 74968.6590611179,737244.214243481 75002.7080208588,737239.52704833 75007.6844149378,737229.951859057 75006.9015150909,737221.04536846 75013.8694066227,737230.282457765 75019.1857013706,737226.276361844 75024.273795374,737129.946559055 75158.694137688,737124.23156492 75165.3616297959,737072.373220083 75200.286686794,737036.76025985 75199.3341851709,736965.648239505 75194.1608855877,736907.505903276 75207.9066658113,736882.555630415 75216.8231539477,736879.433634515 75208.6210628899,736860.410055114 75216.637852482,736862.500252263 75223.5435449115,736801.540218469 75246.6946143931,736704.440624513 75275.8543744187,736620.461815586 75309.6284302683,736561.971478897 75334.780997692,736277.395481572 75528.3255594971,736275.172683767 75532.0884551159))","19966",
"MULTILINESTRING ((731272.618974679 79406.4430270727,731248.026005032 79369.8218663009,731235.4547206 79350.4589870767,731290.804361705 79311.3341353125,731319.184826886 79350.942093023,731318.848727245 79351.164392746))","19967",
"MULTILINESTRING ((769083.640412897 87826.8984853439,769096.895298383 87826.7948866166,769117.943675202 87828.1331869864,769130.526861453 87827.6953885679,769132.533559224 87828.0304883759))","19968",
"MULTILINESTRING ((743710.648421036 68658.5965813694,743757.653270923 68630.3014162857,743748.409582162 68616.6872307825,743747.522983155 68616.5848308343))","19969",
"MULTILINESTRING ((770240.585059911 84192.1560821822,770244.811754502 84201.3407724475,770250.040948012 84210.3047630423,770253.378743879 84215.9487571254,770265.075631605 84209.7600649252))","19977",
"MULTILINESTRING ((769546.835326579 88724.597938429,769535.587038834 88725.3656365954,769540.61743615 88693.2859723263))","19993",
"MULTILINESTRING ((733755.763259595 78619.1886029759,733755.650359569 78621.1725007412,733747.078568358 78631.3479886655,733513.90382553 78674.3789223656,733306.0119546 78715.9844596156,733289.98957436 78691.9751853116,733263.042303755 78701.2522728206,733266.380899597 78706.7791668768,733270.265294022 78722.7080493062))","20005",
"MULTILINESTRING ((737088.644313422 75048.3177580844,737049.320154792 75080.9342186168,737081.150217009 75111.4775868392))","20007",
"MULTILINESTRING ((770156.3897089 85860.1865415092,770151.285514168 85863.8958369905))","20008",
"MULTILINESTRING ((774842.11051352 80849.2631395281,774841.1516127 80871.5552150222,774814.75934187 80867.1154176765,774793.377765437 80864.3378189297,774795.725464225 80848.1865368234,774779.690282042 80844.4162396111,774758.308305543 80842.4130400172,774745.274619246 80848.6013321443,774745.943618646 80847.0528338971))","20035",
"MULTILINESTRING ((767235.649788077 92899.2227356228,767223.290301504 92900.7637328049,767200.572126619 92898.7561329605,767193.124336304 92882.051250696,767166.185867266 92866.6604652212,767105.293737463 92829.4488007235,767061.763987358 92806.0825225396,766952.75540922 92781.6748395856,766904.323664257 92760.9576580425,766796.230988029 92704.3557106662,766798.795386224 92693.1836232119,766768.627620762 92677.457237822,766713.404083778 92650.9869620138,766628.676279348 92622.727685518,766580.800533193 92608.5389968392,766508.64981415 92589.2448116006,766509.552014069 92579.1751227823,766502.085922445 92577.1769243127,766497.40262657 92588.4590114512,766309.793536482 92545.0873423494,766297.87534978 92542.7619438384,766114.270855322 92499.281575232,766092.440879686 92494.9564780351,766032.764046076 92485.517683065,765973.853411726 92474.9665893948,765948.914839456 92471.1960913061,765931.757456727 92488.6644704965,765908.688880121 92510.2186446487,765881.619208351 92526.9116238004,765732.439962378 92636.0061900347,765727.206168536 92631.4685945682,765717.623778228 92640.7538834631,765723.19207149 92647.6191763928,765711.266583742 92657.0142649539,765693.554702451 92665.3024542153,765548.527255763 92731.9215676555,765524.469981726 92737.0994597738,765411.330407289 92723.0937650215,765315.907313422 92708.7651722254,765223.035215792 92705.1663678245,765073.153481244 92696.7854635648,764933.061935732 92690.8307575124,764928.496940649 92691.9314558864))","20045",
